sample_id,image_id,part_group_id,object_group_id,image_path,part_family,part_category,text_category,description,label,source
v3_train_kaggle_719e0fe4675827d7_mismatch_2,kaggle_719e0fe4675827d7,kaggle50:alternator:kaggle_719e0fe4675827d7,kaggle50:alternator:kaggle_719e0fe4675827d7,data/images/dataset_v3/train/alternator/alternator_train_007_719e0fe4675827d7.jpg,engine_support,alternator,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_match_1,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,alternator,Road-vehicle replacement part: automotive alternator; its job is to convert mechanical rotation into electrical power and recharge the battery.,MATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_partial_match_1,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_mismatch_1,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_match_2,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,alternator,"Automotive component: automotive alternator, part of the engine-support and electrical group.",MATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_partial_match_2,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,starter,"Automotive component: automotive starter motor, part of the engine-support and electrical group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_a7732e0e1aacccba_mismatch_2,kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,kaggle50:alternator:kaggle_a7732e0e1aacccba,data/images/dataset_v3/train/alternator/alternator_train_008_a7732e0e1aacccba.jpg,engine_support,alternator,headlight,"Automotive component: front headlight assembly, part of the vehicle lighting group.",MISMATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_match_1,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,alternator,"Automotive component: automotive alternator, part of the engine-support and electrical group.",MATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_partial_match_1,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,starter,"Automotive component: automotive starter motor, part of the engine-support and electrical group.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_mismatch_1,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,coil_spring,"Automotive component: suspension coil spring, part of the vehicle chassis group.",MISMATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_match_2,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,alternator,"Vehicle component identified as automotive alternator, designed to convert mechanical rotation into electrical power and recharge the battery.",MATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_partial_match_2,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_241f281ebe9df49a_mismatch_2,kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,kaggle50:alternator:kaggle_241f281ebe9df49a,data/images/dataset_v3/train/alternator/alternator_train_009_241f281ebe9df49a.jpg,engine_support,alternator,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MISMATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_match_1,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,alternator,"Vehicle component identified as automotive alternator, designed to convert mechanical rotation into electrical power and recharge the battery.",MATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_partial_match_1,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_mismatch_1,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,taillight,"Vehicle component identified as rear taillight assembly, designed to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_match_2,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,alternator,"This component is the automotive alternator, recognizable by a compact ventilated metal housing with a pulley.",MATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_partial_match_2,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,starter,"This component is the automotive starter motor, recognizable by a compact electric motor with a solenoid and drive gear.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_35ba271850d98fa3_mismatch_2,kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,kaggle50:alternator:kaggle_35ba271850d98fa3,data/images/dataset_v3/train/alternator/alternator_train_010_35ba271850d98fa3.jpg,engine_support,alternator,headlight,"This component is the front headlight assembly, recognizable by a shaped lens and reflector assembly fitted to the front of a vehicle.",MISMATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_match_1,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,alternator,"This component is the automotive alternator, recognizable by a compact ventilated metal housing with a pulley.",MATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_partial_match_1,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,starter,"This component is the automotive starter motor, recognizable by a compact electric motor with a solenoid and drive gear.",PARTIAL_MATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_mismatch_1,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,taillight,"This component is the rear taillight assembly, recognizable by a red or multicolour lens assembly fitted to the rear of a vehicle.",MISMATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_match_2,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,alternator,Road-vehicle replacement part: automotive alternator; its job is to convert mechanical rotation into electrical power and recharge the battery.,MATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_partial_match_2,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,PARTIAL_MATCH,dataset_v3
v3_train_kaggle_449df7b98af905f8_mismatch_2,kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,kaggle50:alternator:kaggle_449df7b98af905f8,data/images/dataset_v3/train/alternator/alternator_train_011_449df7b98af905f8.jpg,engine_support,alternator,coil_spring,Road-vehicle replacement part: suspension coil spring; its job is to support vehicle weight and store energy as the wheel moves.,MISMATCH,dataset_v3
v3_train_kaggle_42625bcb413faf53_match_1,kaggle_42625bcb413faf53,kaggle50:alternator:kaggle_42625bcb413faf53,kaggle50:alternator:kaggle_42625bcb413faf53,data/images/dataset_v3/train/alternator/alternator_train_012_42625bcb413faf53.jpg,engine_support,alternator,alternator,Road-vehicle replacement part: automotive alternator; its job is to convert mechanical rotation into electrical power and recharge the battery.,MATCH,dataset_v3
v3_train_kaggle_42625bcb413faf53_partial_match_1,kaggle_42625bcb413faf53,kaggle50:alternator:kaggle_42625bcb413faf53,kaggle50:alternator:kaggle_42625bcb413faf53,data/images/dataset_v3/train/alternator/alternator_train_012_42625bcb413faf53.jpg,engine_support,alternator,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,PARTIAL_MATCH,dataset_v3
