epoch,loss,accuracy,image_category_accuracy,text_category_accuracy,val_loss,val_accuracy,val_image_category_accuracy,val_text_category_accuracy
25,1.1189346876409318,0.7121527777777777,0.5472222222222223,1.0,1.2478215873241425,0.6583333333333333,0.5,1.0
26,1.1152680575847627,0.7194444444444444,0.5666666666666667,1.0,1.240387749671936,0.6729166666666667,0.5375,1.0
27,1.1460589230060578,0.715625,0.5430555555555555,1.0,1.4115212440490723,0.6520833333333333,0.4875,1.0
28,1.098647376563814,0.721875,0.5652777777777778,1.0,1.1793661713600159,0.6875,0.525,1.0
29,1.04309783577919,0.7375,0.5822916666666667,1.0,1.2509143322706222,0.7208333333333333,0.4875,1.0
30,1.0297833177778455,0.7517361111111112,0.5885416666666666,1.0,1.199956954518954,0.66875,0.5,1.0
31,1.033059028784434,0.7482638888888888,0.6010416666666667,1.0,1.1313013672828673,0.7229166666666667,0.625,1.0
32,1.004796455303828,0.7527777777777778,0.6038194444444445,1.0,1.2223153124252955,0.6916666666666667,0.55,1.0
33,0.9746191653940413,0.7597222222222222,0.6145833333333334,1.0,1.3473334178328513,0.6791666666666667,0.525,1.0
34,0.9760171069039238,0.7628472222222222,0.6111111111111112,1.0,1.1703552067279817,0.725,0.5875,1.0
35,0.9584100047747294,0.7618055555555555,0.621875,1.0,1.1961382985115052,0.7041666666666667,0.5375,1.0
36,0.9800528599156274,0.7635416666666667,0.6034722222222222,1.0,1.1420989920695623,0.7395833333333334,0.5875,1.0
37,0.908772756656011,0.7854166666666667,0.6381944444444444,1.0,1.1325479432940484,0.71875,0.6125,1.0
38,0.9081042541397942,0.7722222222222223,0.634375,1.0,1.145421287417412,0.7354166666666667,0.55,1.0
39,0.8982992076211506,0.7829861111111112,0.6472222222222223,1.0,1.1863407085339228,0.7270833333333333,0.6,1.0
40,0.8586027112272051,0.7920138888888889,0.65,1.0,1.229368298749129,0.7208333333333333,0.5625,1.0
41,0.8652334084113439,0.79375,0.6579861111111112,1.0,1.077903196712335,0.74375,0.6375,1.0
42,0.862539408604304,0.790625,0.6506944444444445,1.0,1.1134852439165115,0.7208333333333333,0.5875,1.0
43,0.8244940062363942,0.803125,0.6725694444444444,1.0,1.131903209288915,0.7333333333333333,0.6125,1.0
44,0.8324043181207444,0.8079861111111111,0.6739583333333333,1.0,1.129293674727281,0.7125,0.65,1.0
45,0.8158812648720212,0.8097222222222222,0.6725694444444444,1.0,1.105611875653267,0.7458333333333333,0.625,1.0
46,0.7761392911275228,0.8180555555555555,0.68125,1.0,1.1290891369183857,0.7395833333333334,0.625,1.0
47,0.7636008189784156,0.8222222222222222,0.6815972222222222,1.0,1.2117966512839,0.725,0.575,1.0
48,0.7615396122137705,0.8246527777777778,0.696875,1.0,1.0628089641531309,0.76875,0.625,1.0
49,0.746345501475864,0.8288194444444444,0.7020833333333333,1.0,1.04628787090381,0.7604166666666666,0.65,1.0
50,0.7519345568286048,0.8149305555555556,0.6909722222222222,1.0,1.1652487248182297,0.75625,0.5875,1.0
51,0.7223186314105987,0.8350694444444444,0.7020833333333333,1.0,1.0537014556427797,0.76875,0.65,1.0
52,0.7445391178131103,0.8270833333333333,0.7010416666666667,1.0,1.1477848996718725,0.73125,0.5625,1.0
53,0.7039459192090565,0.8416666666666667,0.7222222222222222,1.0,1.0826503351330756,0.7645833333333333,0.6625,1.0
54,0.707555741071701,0.8395833333333333,0.7184027777777777,1.0,1.0469289692739645,0.7625,0.6125,1.0
55,0.7023625552654267,0.8402777777777778,0.7277777777777777,1.0,1.072379195690155,0.7520833333333333,0.65,1.0
56,0.6658986240625382,0.8486111111111111,0.7322916666666667,1.0,1.0431282379974922,0.7583333333333333,0.6,1.0
57,0.6591645071903864,0.8496527777777778,0.7510416666666667,1.0,1.161867402245601,0.7833333333333333,0.6625,1.0
58,0.69606052339077,0.8395833333333333,0.7211805555555556,1.0,1.0902181853850683,0.7625,0.6375,1.0
59,0.6246696399317847,0.8520833333333333,0.7572916666666667,1.0,1.0245709722240766,0.7625,0.65,1.0
60,0.63110288116667,0.8545138888888889,0.7461805555555555,1.0,1.1527056753635407,0.7458333333333333,0.575,1.0
61,0.6146885590420829,0.8600694444444444,0.7538194444444445,1.0,1.0476890459656716,0.7645833333333333,0.6875,1.0
62,0.6220643805132972,0.8607638888888889,0.7496527777777777,1.0,0.9887858827908834,0.7854166666666667,0.6625,1.0
63,0.5894949628247155,0.8694444444444445,0.7604166666666666,1.0,1.189717480664452,0.7479166666666667,0.625,1.0
64,0.6054096768299738,0.8663194444444444,0.7576388888888889,1.0,1.1391045946627856,0.7645833333333333,0.6625,1.0
65,0.6234197447697322,0.8555555555555555,0.7510416666666667,1.0,1.0698338047911724,0.78125,0.5625,1.0
66,0.5551005654864841,0.8802083333333334,0.7909722222222222,1.0,1.0851503280301888,0.7770833333333333,0.7125,1.0
67,0.5511294970909755,0.8770833333333333,0.7725694444444444,1.0,1.0567560151219368,0.78125,0.725,1.0
68,0.5720608121818966,0.8694444444444445,0.7763888888888889,1.0,1.0605123562117418,0.7854166666666667,0.7125,1.0
69,0.5639777965015835,0.8743055555555556,0.7739583333333333,1.0,1.1247204647089044,0.7708333333333334,0.6625,1.0
70,0.535730348693,0.8760416666666667,0.7902777777777777,1.0,1.1862725930909315,0.7541666666666667,0.65,1.0
71,0.5447702609830433,0.8774305555555556,0.778125,1.0,1.1647717335571846,0.7625,0.6375,1.0
72,0.5324865804778205,0.8819444444444444,0.7913194444444445,1.0,1.208043474331498,0.7729166666666667,0.6,1.0
