asset_id,part_category,commons_title,description_url,author,credit,license_short_name,license_url,local_path,sha256,modifications
commons_alternator_12811841,alternator,File:Läufer Klauenpolgenerator.JPG,https://commons.wikimedia.org/wiki/File:L%C3%A4ufer_Klauenpolgenerator.JPG,Dermartinrockt,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,data/images/wikimedia/alternator/commons_alternator_12811841.jpg,3eb4e346f56d97d8510d0f50a27b7f74cd26174265f3f6213696c830f783540f,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_alternator_1791740,alternator,File:Dynamo.JPG,https://commons.wikimedia.org/wiki/File:Dynamo.JPG,The original uploader was Piero at Dutch Wikipedia .,Transferred from nl.wikipedia to Commons.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/alternator/commons_alternator_1791740.jpg,089494404556c0b240a5a2902d9cfa0bde640a4fbb4c6b60d1a68422538a77b3,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_alternator_new_test,alternator,File:Lichtmaschine PKW.jpg,https://commons.wikimedia.org/wiki/File:Lichtmaschine_PKW.jpg,Kolossos,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/alternator/commons_alternator_new_test.jpg,b77fd2c8b818aca14883dca23bb3c94e1b8f4e1a98cd81d4eac1fd9f1cd9d364,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_alternator_new_validation,alternator,File:Automotive alternator. Terminals.jpg,https://commons.wikimedia.org/wiki/File:Automotive_alternator._Terminals.jpg,Zinnsoldat,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/alternator/commons_alternator_new_validation.jpg,92beb8d6366e5f71a36b9d09a0630fd0bee928cc662ea9e3f4989986d5391b4a,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_brake_disc_1012105,brake_disc,File:Rear disc brake unit.JPG,https://commons.wikimedia.org/wiki/File:Rear_disc_brake_unit.JPG,User Ballista on en.wikipedia,Ballista,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_disc/commons_brake_disc_1012105.jpg,9f06b36df6726bc370d88c20c0dbc830a1f7b8383ff0663206a13acf0e47da14,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_disc_2119919,brake_disc,File:Brake Discs.jpg,https://commons.wikimedia.org/wiki/File:Brake_Discs.jpg,Gordonjcp,Own work,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,data/images/wikimedia/brake_disc/commons_brake_disc_2119919.jpg,2ec6603bf866d6ff0e1e70b6777e9eeab8065588bfea7b93a2d4c4a753c5defb,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_disc_32848093,brake_disc,"File:Bremsscheibe PKW innenbelüftet, defekt wegen Rissen (Teelicht zum Größenvergleich).jpg","https://commons.wikimedia.org/wiki/File:Bremsscheibe_PKW_innenbel%C3%BCftet,_defekt_wegen_Rissen_(Teelicht_zum_Gr%C3%B6%C3%9Fenvergleich).jpg",Johann H. Addicks,Own work ( Original text: eigene Fotografie ),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_disc/commons_brake_disc_32848093.jpg,a77ae90dff0f943775f9dec0329b1af8f0d59b94706e825b4f300f165bd9674a,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_disc_36552019,brake_disc,File:Disc brakes.jpg,https://commons.wikimedia.org/wiki/File:Disc_brakes.jpg,Envy fstop,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,data/images/wikimedia/brake_disc/commons_brake_disc_36552019.jpg,97b00405657e010658b511464337c43b52644b8b02c53f0d3e9aabe7600beeaf,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_disc_51002797,brake_disc,File:브레이크디스크.png,https://commons.wikimedia.org/wiki/File:%EB%B8%8C%EB%A0%88%EC%9D%B4%ED%81%AC%EB%94%94%EC%8A%A4%ED%81%AC.png,허영서,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,c729dce9217be7584ff63871a9b9e19f292b29fc16f50e689319b447132fb279,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_disc_new_test,brake_disc,File:Rusty brake disc seen on a car located in a garage during the afternoon hours on a well-worn gravel surface.jpg,https://commons.wikimedia.org/wiki/File:Rusty_brake_disc_seen_on_a_car_located_in_a_garage_during_the_afternoon_hours_on_a_well-worn_gravel_surface.jpg,Shixart1985,Own work,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,data/images/wikimedia/brake_disc/commons_brake_disc_new_test.jpg,b6a360c5f9f53b85644ae400e27c8a364dfe09834b9677af241c7e71abf5d727,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_brake_disc_new_validation,brake_disc,File:Disc brake car.jpg,https://commons.wikimedia.org/wiki/File:Disc_brake_car.jpg,Irvin calicut,Own work by the original uploader,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_disc/commons_brake_disc_new_validation.jpg,98357b58914aa4b5af4f98dbb253a0d8b38726b5d428dd1b8978b03b10aa0457,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_brake_pad_16498941,brake_pad,File:Performance Disk Brake Pads.jpg,https://commons.wikimedia.org/wiki/File:Performance_Disk_Brake_Pads.jpg,Treemonster86,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,d882dc1290db3243f487f3cab963d7b715f25e012f95c07a5e332c16a84f19cd,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_pad_18661413,brake_pad,File:Brake pads fitted with spring anchor.jpg,https://commons.wikimedia.org/wiki/File:Brake_pads_fitted_with_spring_anchor.jpg,A7N8X,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,b097c4ea3862da9fd4b8d4521cdff8eaf459d13bc261548d97df92ae5143a026,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_pad_20811161,brake_pad,File:Brake pads.JPG,https://commons.wikimedia.org/wiki/File:Brake_pads.JPG,Amm105,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,eafa0d5433979f07ff3508525ac32e6a70face4ca781583c89871a9ab50ddb63,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_pad_2470132,brake_pad,File:Brakepad.jpg,https://commons.wikimedia.org/wiki/File:Brakepad.jpg,Tokino,Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_pad/commons_brake_pad_2470132.jpg,7b7059632ca3274df6f34256a83b56664455aae277d2ccfb2d7ba8053e3cb18e,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_pad_47781594,brake_pad,File:Automobile brake pad.jpg,https://commons.wikimedia.org/wiki/File:Automobile_brake_pad.jpg,Tiia Monto,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,data/images/wikimedia/brake_pad/commons_brake_pad_47781594.jpg,c357f66eae41fef5c7d3255e9ddceb7e2da19e4d4de70b1cbd7bf598245f052f,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_brake_pad_new_test,brake_pad,File:Bremsbeläge-abgefahren.JPG,https://commons.wikimedia.org/wiki/File:Bremsbel%C3%A4ge-abgefahren.JPG,Thomas Ihle,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_pad/commons_brake_pad_new_test.jpg,4094091fea9509e7395ab410defc28c8e76c08086b0de3ad53f69d3a873fff09,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_brake_pad_new_validation,brake_pad,File:Brake pad.jpg,https://commons.wikimedia.org/wiki/File:Brake_pad.jpg,A7N8X,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/brake_pad/commons_brake_pad_new_validation.jpg,5bdfc949ee7893c1b240bb170a02e2e38e5cdb27acd2cfab7ad8e273f3844dab,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_coil_spring_1136563,coil_spring,File:Jeep Liberty Springs 2005.jpg,https://commons.wikimedia.org/wiki/File:Jeep_Liberty_Springs_2005.jpg,Michael Robinson ( unixxx ),Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/coil_spring/commons_coil_spring_1136563.jpg,04d8b9c016508f0a5a140f0f876498d2294ace43f7bbed18e6198bf658f9a76a,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_coil_spring_1435750,coil_spring,File:OxyCutCoilSpring.JPG,https://commons.wikimedia.org/wiki/File:OxyCutCoilSpring.JPG,Athol Mullen,Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/coil_spring/commons_coil_spring_1435750.jpg,622f186cfa90aa9270ddf634d0171a94605bb62cbfa9c95cac39e2ab8f904b6c,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_coil_spring_18496373,coil_spring,File:Renault Twizy Suspension.jpg,https://commons.wikimedia.org/wiki/File:Renault_Twizy_Suspension.jpg,citron,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/coil_spring/commons_coil_spring_18496373.jpg,b48e9509a970a079e1626252a1d06b66c57c3cf35d49ded623775ea2318a96ef,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_coil_spring_4525127,coil_spring,File:Deuce front suspension detail.jpg,https://commons.wikimedia.org/wiki/File:Deuce_front_suspension_detail.jpg,Trekphiler,Own work,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,data/images/wikimedia/coil_spring/commons_coil_spring_4525127.jpg,7c40b203f3afa3738f36b8614257eba31892b3cffc77c6b65073ca37a6706169,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_coil_spring_8858562,coil_spring,File:1938BuickChassis.jpg,https://commons.wikimedia.org/wiki/File:1938BuickChassis.jpg,New York Public Library,originally posted to Flickr as [The spring and shock absorber hook-up on the rear wheel of ...,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/coil_spring/commons_coil_spring_8858562.jpg,1b8bbf2fcbf7bc82a31944a8e535053dfbe3fb551ea1c38fbaed5a3c2c8ffa7f,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_coil_spring_new_test,coil_spring,File:Car wheel.jpg,https://commons.wikimedia.org/wiki/File:Car_wheel.jpg,ProjectManhattan,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/coil_spring/commons_coil_spring_new_test.jpg,ebe618bf94df64fe08b81f2dc06f00ef897918177bf7afe89b8a6db3827ad336,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_coil_spring_new_validation,coil_spring,File:Compression springs for trucks.jpg,https://commons.wikimedia.org/wiki/File:Compression_springs_for_trucks.jpg,Spielvogel,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,data/images/wikimedia/coil_spring/commons_coil_spring_new_validation.jpg,1788178305d8fec385432a86ea0eda2d6105fcbbc65e64b160697d5644435bd8,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_headlight_1603335,headlight,File:RX350headlampwashers.jpg,https://commons.wikimedia.org/wiki/File:RX350headlampwashers.jpg,James R. Maynard III,Own work,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,data/images/wikimedia/headlight/commons_headlight_1603335.jpg,5e256441d5d60a684c3cbc7b6ee7b66ddf71057aa355fca4aa9f3531263e0727,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_headlight_1859134,headlight,File:Mercedes Benz 560 SEC 1990.JPG,https://commons.wikimedia.org/wiki/File:Mercedes_Benz_560_SEC_1990.JPG,Egs at Dutch Wikipedia,Transferred from nl.wikipedia to Commons.,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/headlight/commons_headlight_1859134.jpg,579533195eee4581e133bec6d74047e86368fb67895b9363d0df651c5c87fe04,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_headlight_2096229,headlight,File:Mercedes-Benz 560 SEC (front).png,https://commons.wikimedia.org/wiki/File:Mercedes-Benz_560_SEC_(front).png,The original uploader was Dawidl at English Wikipedia .,Transferred from en.wikipedia to Commons.,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/headlight/commons_headlight_2096229.png,b2be0eae1e4e6decec8db96089b23cafae06475b99ca404e055b850a2be7ed3d,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_headlight_2983638,headlight,"File:1983 Renault 20 TX automatique, front view.jpg","https://commons.wikimedia.org/wiki/File:1983_Renault_20_TX_automatique,_front_view.jpg",https://www.flickr.com/people/nakedcharlton/,https://www.flickr.com/photo_zoom.gne?id=177212818&size=l,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,data/images/wikimedia/headlight/commons_headlight_2983638.jpg,505d3072ba1b4f13306e8bf9f091d2d82b34f806100cd20b0852617d4c57e79d,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_headlight_4620767,headlight,File:Mercedes Benz 126C 420SEC.jpg,https://commons.wikimedia.org/wiki/File:Mercedes_Benz_126C_420SEC.jpg,LSDSL,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/headlight/commons_headlight_4620767.jpg,c7f8cb01d0e942840814c4969825ac15d9bed48c2d2faacd4e47f4a29d439784,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_headlight_new_test,headlight,File:1971 Dodge Charger R-T - headlight deatail -15809772539 (cropped).jpg,https://commons.wikimedia.org/wiki/File:1971_Dodge_Charger_R-T_-_headlight_deatail_-15809772539_(cropped).jpg,James D Case (CapCase),Own work; cropped from the cited Commons photograph,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,data/images/wikimedia/headlight/commons_headlight_new_test.jpg,e51ac87190a7f5e415d41af9473f64f587ab36c6e7e22a9bd443e006123eb0df,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_headlight_new_validation,headlight,File:1912 McLaughlin headlight.jpg,https://commons.wikimedia.org/wiki/File:1912_McLaughlin_headlight.jpg,Trekphiler,Own work,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,data/images/wikimedia/headlight/commons_headlight_new_validation.jpg,1aff2aaff8d81730d04f93862ed7493ae6894476dea1485f5fc41b474d66a31b,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_oil_filter_1012231,oil_filter,File:Oil filter beneath engine.JPG,https://commons.wikimedia.org/wiki/File:Oil_filter_beneath_engine.JPG,User Ballista on en.wikipedia,Photographer: Ballista,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/oil_filter/commons_oil_filter_1012231.jpg,ef30c9b97d2af7c6ad690a16ce119c6d4c8dfb12308187d67a430359fb2700c2,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_oil_filter_1158213,oil_filter,File:Spin-on-conversion.jpg,https://commons.wikimedia.org/wiki/File:Spin-on-conversion.jpg,Liftarn,Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/oil_filter/commons_oil_filter_1158213.jpg,de2216a53d4235d1d9dfe80719c2f6925a4b3cacc824f5cb3a314828e3248152,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_oil_filter_1158214,oil_filter,File:Slant4-oilfilter.jpg,https://commons.wikimedia.org/wiki/File:Slant4-oilfilter.jpg,Liftarn,Own work,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/oil_filter/commons_oil_filter_1158214.jpg,32fd07ede68646a3d0ac7b4b23fb9a151109f50506b7a8605c1f754e4787e6a6,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_oil_filter_1715177,oil_filter,File:Cartridge filter.jpg,https://commons.wikimedia.org/wiki/File:Cartridge_filter.jpg,The original uploader was Wizmo at English Wikipedia .,Transferred from en.wikipedia to Commons.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/oil_filter/commons_oil_filter_1715177.jpg,666d30908d939dfeb6af02af0400e998c38c8fa53e008cb1da8c26c66275f1bd,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_oil_filter_2584768,oil_filter,File:Engine oil filter.JPG,https://commons.wikimedia.org/wiki/File:Engine_oil_filter.JPG,Dvortygirl,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,data/images/wikimedia/oil_filter/commons_oil_filter_2584768.jpg,047e960be25227364315f9dd6f25e67f2cb46b1127ee8e7b7a377b30854a070b,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_oil_filter_new_test,oil_filter,File:Engine oil filter cutaway.JPG,https://commons.wikimedia.org/wiki/File:Engine_oil_filter_cutaway.JPG,Harrikkamies,Own work,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/oil_filter/commons_oil_filter_new_test.jpg,7bd9262caa25481f1184e3ee22ce7f2588792631a08f24f034513fe7536dbf16,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_oil_filter_new_validation,oil_filter,File:Bosch Oil Filter.JPG,https://commons.wikimedia.org/wiki/File:Bosch_Oil_Filter.JPG,Schumi4ever,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,data/images/wikimedia/oil_filter/commons_oil_filter_new_validation.jpg,b3ae96c8968c90defcf31c66e3669afdf669f86d9303d1ee71a0d57e41a14486,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_shock_absorber_1196179,shock_absorber,File:Suspensión de camión 01.jpg,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_01.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,data/images/wikimedia/shock_absorber/commons_shock_absorber_1196179.jpg,0be69eb094e96e5b079817bd52ad1cb52692127f764bca2b43f4c5b17ee7a00c,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_shock_absorber_1196183,shock_absorber,File:Suspensión de camión 02.jpg,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_02.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,data/images/wikimedia/shock_absorber/commons_shock_absorber_1196183.jpg,52bd76652a20657ae5d8ec2e6a65fad2879214922b3275c1fc35f351d3f95106,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_shock_absorber_1196186,shock_absorber,File:Suspensión de camión 03.jpg,https://commons.wikimedia.org/wiki/File:Suspensi%C3%B3n_de_cami%C3%B3n_03.jpg,No machine-readable author provided. Tano4595 assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,data/images/wikimedia/shock_absorber/commons_shock_absorber_1196186.jpg,53b89699a06236e74f3a95cf721aa87c06b04fb798391698517f27b424dc3d70,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_shock_absorber_551757,shock_absorber,File:Ford RS200 engine.jpg,https://commons.wikimedia.org/wiki/File:Ford_RS200_engine.jpg,Morven,Photo by Morven,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/shock_absorber/commons_shock_absorber_551757.jpg,78ba02bc87b649d18dd9c44737183cba09d94faae8d0c72a62cc5f18e30597da,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_shock_absorber_886414,shock_absorber,File:Damper 1.jpg,https://commons.wikimedia.org/wiki/File:Damper_1.jpg,No machine-readable author provided. TEy~commonswiki assumed (based on copyright claims).,No machine-readable source provided. Own work assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,data/images/wikimedia/shock_absorber/commons_shock_absorber_886414.jpg,cc7ae518959e15a5aead1274300ced380a5f825627bb4becd8eac81ef448db1b,Wikimedia thumbnail resized to maximum 1024 px width; otherwise unmodified.
commons_shock_absorber_new_test,shock_absorber,File:Tlumič 01.jpg,https://commons.wikimedia.org/wiki/File:Tlumi%C4%8D_01.jpg,Juandev,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,data/images/wikimedia/shock_absorber/commons_shock_absorber_new_test.jpg,06f9a0f3f37d6064f75bc3c1b0cc5b8dacd499b5dd35877491477834b2b84f0f,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
commons_shock_absorber_new_validation,shock_absorber,File:NISSAN FUGA Y50 front shock absorber.jpg,https://commons.wikimedia.org/wiki/File:NISSAN_FUGA_Y50_front_shock_absorber.jpg,TTTNIS,Own work,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,data/images/wikimedia/shock_absorber/commons_shock_absorber_new_validation.jpg,3d875d87ad9079c7357f22fc89314b1fdc5c85882212f34f8dce491aabaf19c0,Downloaded Wikimedia Commons preview (maximum dimension 960 px) or original when smaller; otherwise unmodified.
