sample_id,image_id,part_group_id,object_group_id,image_path,part_family,part_category,text_category,text_family,description,label,source
v4_air_compressor_train_0110_15375f927540ef1b_match_01,v4_air_compressor_train_0110_15375f927540ef1b,sha256_15375f927540ef1b600464bfe99cf498af72b0160fa1b04d53bf75dc3ff02531,sha256_15375f927540ef1b600464bfe99cf498af72b0160fa1b04d53bf75dc3ff02531,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0110_15375f927540ef1b.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0124_17050e8ab40faa78_match_01,v4_air_compressor_train_0124_17050e8ab40faa78,sha256_17050e8ab40faa7873ee698b589bd1e4443b887c879214c0aef7174b33138e3a,sha256_17050e8ab40faa7873ee698b589bd1e4443b887c879214c0aef7174b33138e3a,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0124_17050e8ab40faa78.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0164_176a03a2097dfb42_match_01,v4_air_compressor_train_0164_176a03a2097dfb42,sha256_176a03a2097dfb42e230f43665ba5f64d154928f138cda89d5203b58e719d951,sha256_176a03a2097dfb42e230f43665ba5f64d154928f138cda89d5203b58e719d951,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0164_176a03a2097dfb42.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0168_18cc4665bfb787e3_match_01,v4_air_compressor_train_0168_18cc4665bfb787e3,sha256_18cc4665bfb787e3a2778112d3b1f1917e14d0501421ff28f6274d3409c86edc,sha256_18cc4665bfb787e3a2778112d3b1f1917e14d0501421ff28f6274d3409c86edc,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0168_18cc4665bfb787e3.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0100_198479f73ca72cca_match_01,v4_air_compressor_train_0100_198479f73ca72cca,sha256_198479f73ca72cca6d2ad3caf2ab9df2056ef9f569c83346c7bd425e9703fad7,sha256_198479f73ca72cca6d2ad3caf2ab9df2056ef9f569c83346c7bd425e9703fad7,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0100_198479f73ca72cca.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0123_19ae22d3ffa3e452_match_01,v4_air_compressor_train_0123_19ae22d3ffa3e452,sha256_19ae22d3ffa3e4523ceaa748b661d18b2bb97ac58dcd4c6f938653fbada04925,sha256_19ae22d3ffa3e4523ceaa748b661d18b2bb97ac58dcd4c6f938653fbada04925,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0123_19ae22d3ffa3e452.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0094_1c16f03df300bbae_match_01,v4_air_compressor_train_0094_1c16f03df300bbae,sha256_1c16f03df300bbae34007586bc52b6d4baff83833bf1e8769b7957b505059021,sha256_1c16f03df300bbae34007586bc52b6d4baff83833bf1e8769b7957b505059021,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0094_1c16f03df300bbae.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0174_1cf071e1f0b57f77_match_01,v4_air_compressor_train_0174_1cf071e1f0b57f77,sha256_1cf071e1f0b57f7745ebfd6d72b0baaa15f69a92058957268190c3b0a384ea73,sha256_1cf071e1f0b57f7745ebfd6d72b0baaa15f69a92058957268190c3b0a384ea73,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0174_1cf071e1f0b57f77.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0183_209623aa20d4ce86_match_01,v4_air_compressor_train_0183_209623aa20d4ce86,sha256_209623aa20d4ce868971689a0406184da8216868d34e8561b59fcfe65005f1df,sha256_209623aa20d4ce868971689a0406184da8216868d34e8561b59fcfe65005f1df,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0183_209623aa20d4ce86.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0097_20f34662fbfe3656_match_01,v4_air_compressor_train_0097_20f34662fbfe3656,sha256_20f34662fbfe365613953c65bb9be065a7b599cf9f06bc8592884391dfa77c3b,sha256_20f34662fbfe365613953c65bb9be065a7b599cf9f06bc8592884391dfa77c3b,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0097_20f34662fbfe3656.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0159_2120dc6a581b7cf1_match_01,v4_air_compressor_train_0159_2120dc6a581b7cf1,sha256_2120dc6a581b7cf1744ced18bbecb7a61c3e840b9d56c8f21b015be1dea42251,sha256_2120dc6a581b7cf1744ced18bbecb7a61c3e840b9d56c8f21b015be1dea42251,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0159_2120dc6a581b7cf1.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0070_21316569273bcc50_match_01,v4_air_compressor_train_0070_21316569273bcc50,sha256_21316569273bcc505d13032a93d8fefe8921bd96160fb450d162981b5029f030,sha256_21316569273bcc505d13032a93d8fefe8921bd96160fb450d162981b5029f030,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0070_21316569273bcc50.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0092_21a4bc9016f2d281_match_01,v4_air_compressor_train_0092_21a4bc9016f2d281,sha256_21a4bc9016f2d281b9dfa151e0c17ca4d0eb87b74a99ada9ce87b124ee276d3e,sha256_21a4bc9016f2d281b9dfa151e0c17ca4d0eb87b74a99ada9ce87b124ee276d3e,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0092_21a4bc9016f2d281.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0150_24ab52d6a7bbcc24_match_01,v4_air_compressor_train_0150_24ab52d6a7bbcc24,sha256_24ab52d6a7bbcc24d45b38b0b7fe53fb7f9c53255f5d033c12e2228e103b0045,sha256_24ab52d6a7bbcc24d45b38b0b7fe53fb7f9c53255f5d033c12e2228e103b0045,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0150_24ab52d6a7bbcc24.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0173_24b4d9dc9376299e_match_01,v4_air_compressor_train_0173_24b4d9dc9376299e,sha256_24b4d9dc9376299e7078245d2265a5340fffafc3d0f247eb445879d70c8246d9,sha256_24b4d9dc9376299e7078245d2265a5340fffafc3d0f247eb445879d70c8246d9,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0173_24b4d9dc9376299e.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0059_2526446c8c41f002_match_01,v4_air_compressor_train_0059_2526446c8c41f002,sha256_2526446c8c41f002ccfa37b8192c96ba097dbd5de465706431af140c7dfd66a0,sha256_2526446c8c41f002ccfa37b8192c96ba097dbd5de465706431af140c7dfd66a0,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0059_2526446c8c41f002.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0061_26e933da8c5bce37_match_01,v4_air_compressor_train_0061_26e933da8c5bce37,sha256_26e933da8c5bce37fb9d8610dc6f45f36bca486818caed4b2fc636842c22467a,sha256_26e933da8c5bce37fb9d8610dc6f45f36bca486818caed4b2fc636842c22467a,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0061_26e933da8c5bce37.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0090_27838c6becdd3272_match_01,v4_air_compressor_train_0090_27838c6becdd3272,sha256_27838c6becdd3272eb284680b145b3bc0d6741e6619f8c8be9ac6879705ff4d1,sha256_27838c6becdd3272eb284680b145b3bc0d6741e6619f8c8be9ac6879705ff4d1,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0090_27838c6becdd3272.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0186_2939619d4a6d5918_match_01,v4_air_compressor_train_0186_2939619d4a6d5918,sha256_2939619d4a6d5918a4f0a597a8dc00cac7338ba0f1644332c389e1cb844638ac,sha256_2939619d4a6d5918a4f0a597a8dc00cac7338ba0f1644332c389e1cb844638ac,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0186_2939619d4a6d5918.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0126_2a5316aad9cba955_match_01,v4_air_compressor_train_0126_2a5316aad9cba955,sha256_2a5316aad9cba955db503784cba7a4395a30c33b26fb4fab3dbbea0e30936073,sha256_2a5316aad9cba955db503784cba7a4395a30c33b26fb4fab3dbbea0e30936073,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0126_2a5316aad9cba955.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0116_2ac86f0602d59a6e_match_01,v4_air_compressor_train_0116_2ac86f0602d59a6e,sha256_2ac86f0602d59a6e4f43ee83268b50b3d05086b54b4cbb8b705151fb1dd9f69b,sha256_2ac86f0602d59a6e4f43ee83268b50b3d05086b54b4cbb8b705151fb1dd9f69b,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0116_2ac86f0602d59a6e.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0063_2baf1ab002eebc06_match_01,v4_air_compressor_train_0063_2baf1ab002eebc06,sha256_2baf1ab002eebc06b84cfec780b8e57fc83abd205b5904f14d50cc3c14e2202d,sha256_2baf1ab002eebc06b84cfec780b8e57fc83abd205b5904f14d50cc3c14e2202d,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0063_2baf1ab002eebc06.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0163_2d9614651673e294_match_01,v4_air_compressor_train_0163_2d9614651673e294,sha256_2d9614651673e2943ae11dc013e3b8cad80ce87d12cd6714e959207127a6b757,sha256_2d9614651673e2943ae11dc013e3b8cad80ce87d12cd6714e959207127a6b757,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0163_2d9614651673e294.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0147_2dba816fc2378dbc_match_01,v4_air_compressor_train_0147_2dba816fc2378dbc,sha256_2dba816fc2378dbcf9995f43e2d46528c3eef85c7085a034f012a2004069870c,sha256_2dba816fc2378dbcf9995f43e2d46528c3eef85c7085a034f012a2004069870c,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0147_2dba816fc2378dbc.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0156_2dbe70e19bfc6cb4_match_01,v4_air_compressor_train_0156_2dbe70e19bfc6cb4,sha256_2dbe70e19bfc6cb448b142e8682ac319f57c2b56715ae94e2e9427e80f4f71fe,sha256_2dbe70e19bfc6cb448b142e8682ac319f57c2b56715ae94e2e9427e80f4f71fe,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0156_2dbe70e19bfc6cb4.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0152_2f3791d3d5e462e2_match_01,v4_air_compressor_train_0152_2f3791d3d5e462e2,sha256_2f3791d3d5e462e287c6be1e0a88ba85845db4ba16739c0897c4cf9ed1fb0814,sha256_2f3791d3d5e462e287c6be1e0a88ba85845db4ba16739c0897c4cf9ed1fb0814,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0152_2f3791d3d5e462e2.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0162_312fe4587ba45fe3_match_01,v4_air_compressor_train_0162_312fe4587ba45fe3,sha256_312fe4587ba45fe3e87f08614cad3e9e3bb7445f0eb75a36235fdc194aa3afae,sha256_312fe4587ba45fe3e87f08614cad3e9e3bb7445f0eb75a36235fdc194aa3afae,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0162_312fe4587ba45fe3.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0067_3a231f178132a8c4_match_01,v4_air_compressor_train_0067_3a231f178132a8c4,sha256_3a231f178132a8c4c28929208d940ff600897d72bb70f6d4fd698bb1d440a70b,sha256_3a231f178132a8c4c28929208d940ff600897d72bb70f6d4fd698bb1d440a70b,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0067_3a231f178132a8c4.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0077_3c1ef7026ae66206_match_01,v4_air_compressor_train_0077_3c1ef7026ae66206,sha256_3c1ef7026ae6620677c610ca274d3c32648fc4dfa854717cce47ff645c8d2e57,sha256_3c1ef7026ae6620677c610ca274d3c32648fc4dfa854717cce47ff645c8d2e57,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0077_3c1ef7026ae66206.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0093_3cc5e96329ed251c_match_01,v4_air_compressor_train_0093_3cc5e96329ed251c,sha256_3cc5e96329ed251cc85412ad77eab9b83ecabf7198f9db6261b81f325aa8eff6,sha256_3cc5e96329ed251cc85412ad77eab9b83ecabf7198f9db6261b81f325aa8eff6,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0093_3cc5e96329ed251c.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0132_3e4a66d1078bf4b4_match_01,v4_air_compressor_train_0132_3e4a66d1078bf4b4,sha256_3e4a66d1078bf4b45800189cbbe18d8fc76606ec92887088be559b8a44ad7d64,sha256_3e4a66d1078bf4b45800189cbbe18d8fc76606ec92887088be559b8a44ad7d64,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0132_3e4a66d1078bf4b4.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0170_41ac2192865094aa_match_01,v4_air_compressor_train_0170_41ac2192865094aa,sha256_41ac2192865094aa4e9af0b9bc5cb6729bbc4b363860d0fccfa751521052bec4,sha256_41ac2192865094aa4e9af0b9bc5cb6729bbc4b363860d0fccfa751521052bec4,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0170_41ac2192865094aa.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0115_451e6eaf84edcfe0_match_01,v4_air_compressor_train_0115_451e6eaf84edcfe0,sha256_451e6eaf84edcfe09c8a6096e41f2345561f98cd538f13fd5f125e46ae764b27,sha256_451e6eaf84edcfe09c8a6096e41f2345561f98cd538f13fd5f125e46ae764b27,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0115_451e6eaf84edcfe0.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0179_4bee0b53d84ea4da_match_01,v4_air_compressor_train_0179_4bee0b53d84ea4da,sha256_4bee0b53d84ea4da6c580cd8938d6033ed9f316e349ebc61c58da3fd3fde8201,sha256_4bee0b53d84ea4da6c580cd8938d6033ed9f316e349ebc61c58da3fd3fde8201,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0179_4bee0b53d84ea4da.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0096_4f9b97b8caa7c08f_match_01,v4_air_compressor_train_0096_4f9b97b8caa7c08f,sha256_4f9b97b8caa7c08fc03edca9795915bc17ef44322abc3b3dea4676589f81ea23,sha256_4f9b97b8caa7c08fc03edca9795915bc17ef44322abc3b3dea4676589f81ea23,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0096_4f9b97b8caa7c08f.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0148_502dda03693474d6_match_01,v4_air_compressor_train_0148_502dda03693474d6,sha256_502dda03693474d6a73dbea275d71f80d667421f45372da639d5a3afdfb9ba5a,sha256_502dda03693474d6a73dbea275d71f80d667421f45372da639d5a3afdfb9ba5a,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0148_502dda03693474d6.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0177_503515c555515d0a_match_01,v4_air_compressor_train_0177_503515c555515d0a,sha256_503515c555515d0a6c4f9d3763b71c27c6acbafffa019f52b3fb9415d55f8a7d,sha256_503515c555515d0a6c4f9d3763b71c27c6acbafffa019f52b3fb9415d55f8a7d,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0177_503515c555515d0a.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0095_506cb1693e2c2318_match_01,v4_air_compressor_train_0095_506cb1693e2c2318,sha256_506cb1693e2c23187d98b1e95c2966e2695674c2cf59446a3bf998e2c0d61704,sha256_506cb1693e2c23187d98b1e95c2966e2695674c2cf59446a3bf998e2c0d61704,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0095_506cb1693e2c2318.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0160_55614a7fe72ece2b_match_01,v4_air_compressor_train_0160_55614a7fe72ece2b,sha256_55614a7fe72ece2b0b24262c4bf668ca49686c75b846595af9f6f40f61224846,sha256_55614a7fe72ece2b0b24262c4bf668ca49686c75b846595af9f6f40f61224846,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0160_55614a7fe72ece2b.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0114_59b03177af89cad4_match_01,v4_air_compressor_train_0114_59b03177af89cad4,sha256_59b03177af89cad4341a6f9a07a51bd50263d336594ad1f30deb28af57e5e778,sha256_59b03177af89cad4341a6f9a07a51bd50263d336594ad1f30deb28af57e5e778,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0114_59b03177af89cad4.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0157_5c49306f96557622_match_01,v4_air_compressor_train_0157_5c49306f96557622,sha256_5c49306f9655762296d8bd973345c6007dc1466478dfd56e3c6d0b8085e0fc2b,sha256_5c49306f9655762296d8bd973345c6007dc1466478dfd56e3c6d0b8085e0fc2b,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0157_5c49306f96557622.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0064_642c15eecf3d1247_match_01,v4_air_compressor_train_0064_642c15eecf3d1247,sha256_642c15eecf3d12476c8eeec5e782959cb6a74e58789cbfe761b4c149536ce9fc,sha256_642c15eecf3d12476c8eeec5e782959cb6a74e58789cbfe761b4c149536ce9fc,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0064_642c15eecf3d1247.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0127_65a5f92bab9e2011_match_01,v4_air_compressor_train_0127_65a5f92bab9e2011,sha256_65a5f92bab9e201195aca24bb2793613f2de062b0d03535392369bf8fdc17991,sha256_65a5f92bab9e201195aca24bb2793613f2de062b0d03535392369bf8fdc17991,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0127_65a5f92bab9e2011.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,This listing identifies the component as air compressor.,MATCH,dataset_v4
v4_air_compressor_train_0079_65c4d0ddae78b9e0_match_01,v4_air_compressor_train_0079_65c4d0ddae78b9e0,sha256_65c4d0ddae78b9e00f54334fa5a20fc7f86bc6abd6537cc44dbde82af9c3b608,sha256_65c4d0ddae78b9e00f54334fa5a20fc7f86bc6abd6537cc44dbde82af9c3b608,data/images/dataset_v4/train/air_compressor/v4_air_compressor_train_0079_65c4d0ddae78b9e0.jpg,cooling_and_climate,air_compressor,air_compressor,cooling_and_climate,The description names the automotive part as air compressor.,MATCH,dataset_v4
