severity,part_category,left_split,right_split,left_image_id,right_image_id,left_source_original_split,right_source_original_split,left_source_archive_path,right_source_archive_path,left_image_path,right_image_path,phash_distance,dhash_distance
very_strict,thermostat,train,validation,v4_thermostat_train_0066_b5cc7c3486a87555,v4_thermostat_validation_0058_01409b6802d534be,train,train,car parts 50/train/THERMOSTAT/004.jpg,car parts 50/train/THERMOSTAT/059.jpg,data/images/dataset_v4/train/thermostat/v4_thermostat_train_0066_b5cc7c3486a87555.jpg,data/images/dataset_v4/validation/thermostat/v4_thermostat_validation_0058_01409b6802d534be.jpg,4,1
very_strict,transmission,train,validation,v4_transmission_train_0174_2e0468dc6291f252,v4_transmission_validation_0043_d26a1939d71f7b66,train,train,car parts 50/train/TRANSMISSION/012.jpg,car parts 50/train/TRANSMISSION/038.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0174_2e0468dc6291f252.jpg,data/images/dataset_v4/validation/transmission/v4_transmission_validation_0043_d26a1939d71f7b66.jpg,4,1
very_strict,alternator,train,test,v4_alternator_train_0071_58abc40360cf44df,v4_alternator_test_0029_a77ac3a9446709cb,train,train,car parts 50/train/ALTERNATOR/043.jpg,car parts 50/train/ALTERNATOR/006.jpg,data/images/dataset_v4/train/alternator/v4_alternator_train_0071_58abc40360cf44df.jpg,data/locked_test/dataset_v4/images/alternator/v4_alternator_test_0029_a77ac3a9446709cb.jpg,4,2
very_strict,cylinder_head,train,test,v4_cylinder_head_train_0093_8bf50e4de213e5b1,v4_cylinder_head_test_0003_6424d0c425b80de4,train,train,car parts 50/train/CYLINDER HEAD/156.jpg,car parts 50/train/CYLINDER HEAD/049.jpg,data/images/dataset_v4/train/cylinder_head/v4_cylinder_head_train_0093_8bf50e4de213e5b1.jpg,data/locked_test/dataset_v4/images/cylinder_head/v4_cylinder_head_test_0003_6424d0c425b80de4.jpg,4,2
very_strict,lower_control_arm,train,validation,v4_lower_control_arm_train_0084_efc4b4f8c33d6a92,v4_lower_control_arm_validation_0052_6df587d638fe3376,train,train,car parts 50/train/LOWER CONTROL ARM/093.jpg,car parts 50/train/LOWER CONTROL ARM/144.jpg,data/images/dataset_v4/train/lower_control_arm/v4_lower_control_arm_train_0084_efc4b4f8c33d6a92.jpg,data/images/dataset_v4/validation/lower_control_arm/v4_lower_control_arm_validation_0052_6df587d638fe3376.jpg,4,2
very_strict,muffler,train,test,v4_muffler_train_0160_6786f1889bb74543,v4_muffler_test_0011_2d7247326b854b5e,train,train,car parts 50/train/MUFFLER/059.jpg,car parts 50/train/MUFFLER/094.jpg,data/images/dataset_v4/train/muffler/v4_muffler_train_0160_6786f1889bb74543.jpg,data/locked_test/dataset_v4/images/muffler/v4_muffler_test_0011_2d7247326b854b5e.jpg,4,2
very_strict,battery,train,validation,v4_battery_train_0134_7121d7ceacda9fb5,v4_battery_validation_0029_f2dc721d58e01d69,train,train,car parts 50/train/BATTERY/014.jpg,car parts 50/train/BATTERY/124.jpg,data/images/dataset_v4/train/battery/v4_battery_train_0134_7121d7ceacda9fb5.jpg,data/images/dataset_v4/validation/battery/v4_battery_validation_0029_f2dc721d58e01d69.jpg,4,3
very_strict,clutch_plate,train,validation,v4_clutch_plate_train_0127_031408f1067f3c23,v4_clutch_plate_validation_0030_c3f1041728a5ef85,train,train,car parts 50/train/CLUTCH PLATE/008.jpg,car parts 50/train/CLUTCH PLATE/007.jpg,data/images/dataset_v4/train/clutch_plate/v4_clutch_plate_train_0127_031408f1067f3c23.jpg,data/images/dataset_v4/validation/clutch_plate/v4_clutch_plate_validation_0030_c3f1041728a5ef85.jpg,4,3
very_strict,clutch_plate,train,validation,v4_clutch_plate_train_0062_de069c28b3c4f505,v4_clutch_plate_validation_0054_d5781fcb4cd301a2,train,train,car parts 50/train/CLUTCH PLATE/038.jpg,car parts 50/train/CLUTCH PLATE/037.jpg,data/images/dataset_v4/train/clutch_plate/v4_clutch_plate_train_0062_de069c28b3c4f505.jpg,data/images/dataset_v4/validation/clutch_plate/v4_clutch_plate_validation_0054_d5781fcb4cd301a2.jpg,4,4
very_strict,crankshaft,train,validation,v4_crankshaft_train_0064_713f622258c8f93a,v4_crankshaft_validation_0034_35536773b0616254,train,train,car parts 50/train/CRANKSHAFT/058.jpg,car parts 50/train/CRANKSHAFT/105.jpg,data/images/dataset_v4/train/crankshaft/v4_crankshaft_train_0064_713f622258c8f93a.jpg,data/images/dataset_v4/validation/crankshaft/v4_crankshaft_validation_0034_35536773b0616254.jpg,4,4
very_strict,engine_block,train,test,v4_engine_block_train_0120_89c55da9118997be,v4_engine_block_test_0009_1cfa2378bf0caa89,train,train,car parts 50/train/ENGINE BLOCK/117.jpg,car parts 50/train/ENGINE BLOCK/084.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0120_89c55da9118997be.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0009_1cfa2378bf0caa89.jpg,4,4
very_strict,crankshaft,train,test,v4_crankshaft_train_0138_47be46cd778b9dd5,v4_crankshaft_test_0009_45d70182933945ff,train,train,car parts 50/train/CRANKSHAFT/013.jpg,car parts 50/train/CRANKSHAFT/161.jpg,data/images/dataset_v4/train/crankshaft/v4_crankshaft_train_0138_47be46cd778b9dd5.jpg,data/locked_test/dataset_v4/images/crankshaft/v4_crankshaft_test_0009_45d70182933945ff.jpg,4,5
very_strict,radiator_hose,train,validation,v4_radiator_hose_train_0081_52ad472a875f12e1,v4_radiator_hose_validation_0051_15a8af40ff5878e2,train,train,car parts 50/train/RADIATOR HOSE/150.jpg,car parts 50/train/RADIATOR HOSE/161.jpg,data/images/dataset_v4/train/radiator_hose/v4_radiator_hose_train_0081_52ad472a875f12e1.jpg,data/images/dataset_v4/validation/radiator_hose/v4_radiator_hose_validation_0051_15a8af40ff5878e2.jpg,4,5
very_strict,camshaft,train,test,v4_camshaft_train_0146_29ea4e8e09a7c92a,v4_camshaft_test_0010_450ce96a6bf0bf01,train,train,car parts 50/train/CAMSHAFT/135.jpg,car parts 50/train/CAMSHAFT/012.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0146_29ea4e8e09a7c92a.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0010_450ce96a6bf0bf01.jpg,4,6
very_strict,spoiler,train,test,v4_spoiler_train_0188_f4535cf215aa43f4,v4_spoiler_test_0003_fdaef9dee2220718,train,train,car parts 50/train/SPOILER/110.jpg,car parts 50/train/SPOILER/112.jpg,data/images/dataset_v4/train/spoiler/v4_spoiler_train_0188_f4535cf215aa43f4.jpg,data/locked_test/dataset_v4/images/spoiler/v4_spoiler_test_0003_fdaef9dee2220718.jpg,4,6
very_strict,thermostat,train,test,v4_thermostat_train_0144_c9c8e2ab66072eb3,v4_thermostat_test_0007_c3324796dc26aa53,train,train,car parts 50/train/THERMOSTAT/103.jpg,car parts 50/train/THERMOSTAT/069.jpg,data/images/dataset_v4/train/thermostat/v4_thermostat_train_0144_c9c8e2ab66072eb3.jpg,data/locked_test/dataset_v4/images/thermostat/v4_thermostat_test_0007_c3324796dc26aa53.jpg,4,6
strict,valve_lifter,train,test,v4_valve_lifter_train_0101_f7b80219cbae2f33,v4_valve_lifter_test_0002_54a29797c6e32d9d,test,train,car parts 50/test/VALVE LIFTER/4.jpg,car parts 50/train/VALVE LIFTER/008.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0101_f7b80219cbae2f33.jpg,data/locked_test/dataset_v4/images/valve_lifter/v4_valve_lifter_test_0002_54a29797c6e32d9d.jpg,2,7
strict,brake_rotor,train,validation,v4_brake_rotor_train_0095_6dad8e419cb67409,v4_brake_rotor_validation_0032_e9ef346e6fb4b1bc,train,train,car parts 50/train/BRAKE ROTOR/095.jpg,car parts 50/train/BRAKE ROTOR/088.jpg,data/images/dataset_v4/train/brake_rotor/v4_brake_rotor_train_0095_6dad8e419cb67409.jpg,data/images/dataset_v4/validation/brake_rotor/v4_brake_rotor_validation_0032_e9ef346e6fb4b1bc.jpg,4,7
strict,headlight,train,validation,v4_headlight_train_0138_72a5c6da6adc3207,v4_headlight_validation_0042_2d05e359631259c9,train,train,car parts 50/train/HEADLIGHTS/019.jpg,car parts 50/train/HEADLIGHTS/024.jpg,data/images/dataset_v4/train/headlight/v4_headlight_train_0138_72a5c6da6adc3207.jpg,data/images/dataset_v4/validation/headlight/v4_headlight_validation_0042_2d05e359631259c9.jpg,4,7
strict,transmission,train,test,v4_transmission_train_0088_744909447438afcb,v4_transmission_test_0003_1c5f314237e60a3b,train,train,car parts 50/train/TRANSMISSION/021.jpg,car parts 50/train/TRANSMISSION/020.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0088_744909447438afcb.jpg,data/locked_test/dataset_v4/images/transmission/v4_transmission_test_0003_1c5f314237e60a3b.jpg,4,8
strict,clutch_plate,train,test,v4_clutch_plate_train_0134_edf6b2f589e71bc9,v4_clutch_plate_test_0009_98948eae9246d827,train,train,car parts 50/train/CLUTCH PLATE/096.jpg,car parts 50/train/CLUTCH PLATE/118.jpg,data/images/dataset_v4/train/clutch_plate/v4_clutch_plate_train_0134_edf6b2f589e71bc9.jpg,data/locked_test/dataset_v4/images/clutch_plate/v4_clutch_plate_test_0009_98948eae9246d827.jpg,6,2
strict,thermostat,train,validation,v4_thermostat_train_0151_614fa3bd06954efd,v4_thermostat_validation_0033_d6d688d0baa6abd0,train,train,car parts 50/train/THERMOSTAT/046.jpg,car parts 50/train/THERMOSTAT/140.jpg,data/images/dataset_v4/train/thermostat/v4_thermostat_train_0151_614fa3bd06954efd.jpg,data/images/dataset_v4/validation/thermostat/v4_thermostat_validation_0033_d6d688d0baa6abd0.jpg,6,2
strict,valve_lifter,train,validation,v4_valve_lifter_train_0142_4ad2abd7a86412c4,v4_valve_lifter_validation_0036_eda5bcbdb17b4513,train,valid,car parts 50/train/VALVE LIFTER/091.jpg,car parts 50/valid/VALVE LIFTER/3.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0142_4ad2abd7a86412c4.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0036_eda5bcbdb17b4513.jpg,6,2
strict,oil_pressure_sensor,train,test,v4_oil_pressure_sensor_train_0142_8c29f92dfad6856f,v4_oil_pressure_sensor_test_0023_e84ed79f32ca8068,train,train,car parts 50/train/OIL PRESSURE SENSOR/008.jpg,car parts 50/train/OIL PRESSURE SENSOR/047.jpg,data/images/dataset_v4/train/oil_pressure_sensor/v4_oil_pressure_sensor_train_0142_8c29f92dfad6856f.jpg,data/locked_test/dataset_v4/images/oil_pressure_sensor/v4_oil_pressure_sensor_test_0023_e84ed79f32ca8068.jpg,6,4
strict,valve_lifter,train,validation,v4_valve_lifter_train_0109_8aad29eb2795e74e,v4_valve_lifter_validation_0039_77930c6e4820dcb5,train,train,car parts 50/train/VALVE LIFTER/056.jpg,car parts 50/train/VALVE LIFTER/055.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0109_8aad29eb2795e74e.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0039_77930c6e4820dcb5.jpg,6,4
strict,crankshaft,train,validation,v4_crankshaft_train_0063_9abdc0e9542f005a,v4_crankshaft_validation_0031_70fad48f301d9b0b,train,valid,car parts 50/train/CRANKSHAFT/057.jpg,car parts 50/valid/CRANKSHAFT/1.jpg,data/images/dataset_v4/train/crankshaft/v4_crankshaft_train_0063_9abdc0e9542f005a.jpg,data/images/dataset_v4/validation/crankshaft/v4_crankshaft_validation_0031_70fad48f301d9b0b.jpg,6,5
strict,cylinder_head,train,validation,v4_cylinder_head_train_0093_8bf50e4de213e5b1,v4_cylinder_head_validation_0040_2dfb6ccc5608beec,train,train,car parts 50/train/CYLINDER HEAD/156.jpg,car parts 50/train/CYLINDER HEAD/042.jpg,data/images/dataset_v4/train/cylinder_head/v4_cylinder_head_train_0093_8bf50e4de213e5b1.jpg,data/images/dataset_v4/validation/cylinder_head/v4_cylinder_head_validation_0040_2dfb6ccc5608beec.jpg,6,5
strict,engine_block,train,test,v4_engine_block_train_0074_047e53ae87509f2c,v4_engine_block_test_0002_9c6de3747dc184c3,train,train,car parts 50/train/ENGINE BLOCK/051.jpg,car parts 50/train/ENGINE BLOCK/009.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0074_047e53ae87509f2c.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0002_9c6de3747dc184c3.jpg,6,5
strict,engine_valve,train,test,v4_engine_valve_train_0113_70b3355a69d2ac75,v4_engine_valve_test_0018_53e317c6555a965d,train,train,car parts 50/train/ENGINE VALVE/004.jpg,car parts 50/train/ENGINE VALVE/007.jpg,data/images/dataset_v4/train/engine_valve/v4_engine_valve_train_0113_70b3355a69d2ac75.jpg,data/locked_test/dataset_v4/images/engine_valve/v4_engine_valve_test_0018_53e317c6555a965d.jpg,6,6
strict,valve_lifter,train,validation,v4_valve_lifter_train_0059_b085a3a09c490efb,v4_valve_lifter_validation_0036_eda5bcbdb17b4513,test,valid,car parts 50/test/VALVE LIFTER/5.jpg,car parts 50/valid/VALVE LIFTER/3.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0059_b085a3a09c490efb.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0036_eda5bcbdb17b4513.jpg,6,6
strict,camshaft,train,test,v4_camshaft_train_0108_3a82854adf829c0d,v4_camshaft_test_0017_71e21d34092af318,train,valid,car parts 50/train/CAMSHAFT/023.jpg,car parts 50/valid/CAMSHAFT/3.jpg,data/images/dataset_v4/train/camshaft/v4_camshaft_train_0108_3a82854adf829c0d.jpg,data/locked_test/dataset_v4/images/camshaft/v4_camshaft_test_0017_71e21d34092af318.jpg,6,7
strict,engine_block,train,test,v4_engine_block_train_0184_6f82fe6b6c79b416,v4_engine_block_test_0002_9c6de3747dc184c3,train,train,car parts 50/train/ENGINE BLOCK/142.jpg,car parts 50/train/ENGINE BLOCK/009.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0184_6f82fe6b6c79b416.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0002_9c6de3747dc184c3.jpg,6,7
strict,transmission,train,validation,v4_transmission_train_0141_497daae5db44cd76,v4_transmission_validation_0035_012cab52dc5d995c,train,train,car parts 50/train/TRANSMISSION/119.jpg,car parts 50/train/TRANSMISSION/159.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0141_497daae5db44cd76.jpg,data/images/dataset_v4/validation/transmission/v4_transmission_validation_0035_012cab52dc5d995c.jpg,6,7
strict,transmission,train,test,v4_transmission_train_0129_a048088366108993,v4_transmission_test_0019_2300aafccf6a3d05,train,train,car parts 50/train/TRANSMISSION/162.jpg,car parts 50/train/TRANSMISSION/036.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0129_a048088366108993.jpg,data/locked_test/dataset_v4/images/transmission/v4_transmission_test_0019_2300aafccf6a3d05.jpg,6,7
strict,engine_block,train,test,v4_engine_block_train_0164_37c821eeddbbce42,v4_engine_block_test_0002_9c6de3747dc184c3,train,train,car parts 50/train/ENGINE BLOCK/114.jpg,car parts 50/train/ENGINE BLOCK/009.jpg,data/images/dataset_v4/train/engine_block/v4_engine_block_train_0164_37c821eeddbbce42.jpg,data/locked_test/dataset_v4/images/engine_block/v4_engine_block_test_0002_9c6de3747dc184c3.jpg,6,8
strict,transmission,train,test,v4_transmission_train_0081_66fcafd5cd6b3346,v4_transmission_test_0011_6306e17826b79da2,train,train,car parts 50/train/TRANSMISSION/043.jpg,car parts 50/train/TRANSMISSION/087.jpg,data/images/dataset_v4/train/transmission/v4_transmission_train_0081_66fcafd5cd6b3346.jpg,data/locked_test/dataset_v4/images/transmission/v4_transmission_test_0011_6306e17826b79da2.jpg,6,8
strict,valve_lifter,train,validation,v4_valve_lifter_train_0060_a1efaaaa1a603743,v4_valve_lifter_validation_0040_6787e6c3bc06c6c7,valid,train,car parts 50/valid/VALVE LIFTER/1.jpg,car parts 50/train/VALVE LIFTER/002.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0060_a1efaaaa1a603743.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0040_6787e6c3bc06c6c7.jpg,6,8
screen,spoiler,validation,test,v4_spoiler_validation_0048_60f93f7930d9b6aa,v4_spoiler_test_0012_5f2bd2f4adf923f6,train,train,car parts 50/train/SPOILER/119.jpg,car parts 50/train/SPOILER/180.jpg,data/images/dataset_v4/validation/spoiler/v4_spoiler_validation_0048_60f93f7930d9b6aa.jpg,data/locked_test/dataset_v4/images/spoiler/v4_spoiler_test_0012_5f2bd2f4adf923f6.jpg,6,9
screen,valve_lifter,train,validation,v4_valve_lifter_train_0147_028b5734b41d0132,v4_valve_lifter_validation_0040_6787e6c3bc06c6c7,valid,train,car parts 50/valid/VALVE LIFTER/2.jpg,car parts 50/train/VALVE LIFTER/002.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0147_028b5734b41d0132.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0040_6787e6c3bc06c6c7.jpg,6,9
screen,radio,train,validation,v4_radio_train_0141_e9fa2f6692585a5e,v4_radio_validation_0060_32687cfbf69873bd,train,train,car parts 50/train/RADIO/096.jpg,car parts 50/train/RADIO/022.jpg,data/images/dataset_v4/train/radio/v4_radio_train_0141_e9fa2f6692585a5e.jpg,data/images/dataset_v4/validation/radio/v4_radio_validation_0060_32687cfbf69873bd.jpg,6,10
screen,spoiler,train,validation,v4_spoiler_train_0194_b252919285d67bc9,v4_spoiler_validation_0051_0853ccc79da67c36,train,train,car parts 50/train/SPOILER/171.jpg,car parts 50/train/SPOILER/020.jpg,data/images/dataset_v4/train/spoiler/v4_spoiler_train_0194_b252919285d67bc9.jpg,data/images/dataset_v4/validation/spoiler/v4_spoiler_validation_0051_0853ccc79da67c36.jpg,6,10
screen,valve_lifter,train,validation,v4_valve_lifter_train_0166_77f17812ebbd8586,v4_valve_lifter_validation_0052_8a1710352636dd6a,train,train,car parts 50/train/VALVE LIFTER/152.jpg,car parts 50/train/VALVE LIFTER/088.jpg,data/images/dataset_v4/train/valve_lifter/v4_valve_lifter_train_0166_77f17812ebbd8586.jpg,data/images/dataset_v4/validation/valve_lifter/v4_valve_lifter_validation_0052_8a1710352636dd6a.jpg,8,2
screen,clutch_plate,train,validation,v4_clutch_plate_train_0134_edf6b2f589e71bc9,v4_clutch_plate_validation_0030_c3f1041728a5ef85,train,train,car parts 50/train/CLUTCH PLATE/096.jpg,car parts 50/train/CLUTCH PLATE/007.jpg,data/images/dataset_v4/train/clutch_plate/v4_clutch_plate_train_0134_edf6b2f589e71bc9.jpg,data/images/dataset_v4/validation/clutch_plate/v4_clutch_plate_validation_0030_c3f1041728a5ef85.jpg,8,3
screen,brake_caliper,train,test,v4_brake_caliper_train_0147_5e06c70e5000708e,v4_brake_caliper_test_0005_1f7df3a06b371cc7,train,train,car parts 50/train/BRAKE CALIPER/013.jpg,car parts 50/train/BRAKE CALIPER/011.jpg,data/images/dataset_v4/train/brake_caliper/v4_brake_caliper_train_0147_5e06c70e5000708e.jpg,data/locked_test/dataset_v4/images/brake_caliper/v4_brake_caliper_test_0005_1f7df3a06b371cc7.jpg,8,4
screen,gas_cap,train,test,v4_gas_cap_train_0069_07dc5b1b16dd3ea8,v4_gas_cap_test_0002_8560c1056931516b,train,test,car parts 50/train/GAS CAP/052.jpg,car parts 50/test/GAS CAP/3.jpg,data/images/dataset_v4/train/gas_cap/v4_gas_cap_train_0069_07dc5b1b16dd3ea8.jpg,data/locked_test/dataset_v4/images/gas_cap/v4_gas_cap_test_0002_8560c1056931516b.jpg,8,4
screen,oil_pressure_sensor,train,test,v4_oil_pressure_sensor_train_0159_95b998620d3a7cc1,v4_oil_pressure_sensor_test_0023_e84ed79f32ca8068,train,train,car parts 50/train/OIL PRESSURE SENSOR/020.jpg,car parts 50/train/OIL PRESSURE SENSOR/047.jpg,data/images/dataset_v4/train/oil_pressure_sensor/v4_oil_pressure_sensor_train_0159_95b998620d3a7cc1.jpg,data/locked_test/dataset_v4/images/oil_pressure_sensor/v4_oil_pressure_sensor_test_0023_e84ed79f32ca8068.jpg,8,4
screen,engine_valve,train,test,v4_engine_valve_train_0118_c80dc70906da69f7,v4_engine_valve_test_0026_302708a575a185af,train,train,car parts 50/train/ENGINE VALVE/023.jpg,car parts 50/train/ENGINE VALVE/044.jpg,data/images/dataset_v4/train/engine_valve/v4_engine_valve_train_0118_c80dc70906da69f7.jpg,data/locked_test/dataset_v4/images/engine_valve/v4_engine_valve_test_0026_302708a575a185af.jpg,8,5
screen,piston,train,test,v4_piston_train_0059_4aa1d19f767b70b3,v4_piston_test_0006_677694777dc50168,train,train,car parts 50/train/PISTON/044.jpg,car parts 50/train/PISTON/041.jpg,data/images/dataset_v4/train/piston/v4_piston_train_0059_4aa1d19f767b70b3.jpg,data/locked_test/dataset_v4/images/piston/v4_piston_test_0006_677694777dc50168.jpg,8,5
screen,pressure_plate,train,validation,v4_pressure_plate_train_0188_b601af565858f204,v4_pressure_plate_validation_0048_da4d1d08600f3857,train,train,car parts 50/train/PRESSURE PLATE/067.jpg,car parts 50/train/PRESSURE PLATE/031.jpg,data/images/dataset_v4/train/pressure_plate/v4_pressure_plate_train_0188_b601af565858f204.jpg,data/images/dataset_v4/validation/pressure_plate/v4_pressure_plate_validation_0048_da4d1d08600f3857.jpg,8,5
screen,radiator_fan,train,validation,v4_radiator_fan_train_0056_8e6e55d95e09e05b,v4_radiator_fan_validation_0050_4d88de1ec278adfc,train,train,car parts 50/train/RADIATOR FAN/089.jpg,car parts 50/train/RADIATOR FAN/072.jpg,data/images/dataset_v4/train/radiator_fan/v4_radiator_fan_train_0056_8e6e55d95e09e05b.jpg,data/images/dataset_v4/validation/radiator_fan/v4_radiator_fan_validation_0050_4d88de1ec278adfc.jpg,8,5
