image_id,image_group_id,part_category,split,rank_within_category,image_path,sha256,source_dataset,source_dataset_root,source_split_ignored,split_seed
kaggle_a100e03da22f0d53,kaggle50:brake_pad:kaggle_a100e03da22f0d53,brake_pad,test,10,data/locked_test/dataset_v3/images/brake_pad/brake_pad_test_010_a100e03da22f0d53.jpg,a100e03da22f0d530b9eefb1ded93ab61cc6793d7c9265c412c05d03313eed98,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_cf96aa825fed29e1,kaggle50:coil_spring:kaggle_cf96aa825fed29e1,coil_spring,test,1,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_001_cf96aa825fed29e1.jpg,cf96aa825fed29e19bf01564bc130d7bad900d5245d47af63528a746ce3c9e10,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_667e6aaca4eea223,kaggle50:coil_spring:kaggle_667e6aaca4eea223,coil_spring,test,2,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_002_667e6aaca4eea223.jpg,667e6aaca4eea223ce2cd83cc34c1337f13bc61dfee00201fc3adede1199b084,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9e747aab053ee1e7,kaggle50:coil_spring:kaggle_9e747aab053ee1e7,coil_spring,test,3,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_003_9e747aab053ee1e7.jpg,9e747aab053ee1e7e883b31702e3d4324f62ad0610924cb3b92cbaf44653e02b,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_7939176f086bb12d,kaggle50:coil_spring:kaggle_7939176f086bb12d,coil_spring,test,4,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_004_7939176f086bb12d.jpg,7939176f086bb12d037ccce7e793e5c0e177c351c263b0869f41765e4f5e807f,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_3615ecf7cac4319a,kaggle50:coil_spring:kaggle_3615ecf7cac4319a,coil_spring,test,5,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_005_3615ecf7cac4319a.jpg,3615ecf7cac4319aa179f88af3c8a8c46e2441ba6e2625a104c0f13795a8008a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4e0ec451b7dee4c0,kaggle50:coil_spring:kaggle_4e0ec451b7dee4c0,coil_spring,test,6,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_006_4e0ec451b7dee4c0.jpg,4e0ec451b7dee4c0123b59886e1896dfad1f6177452f2835e529e01cae36b102,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_188da408b91a359e,kaggle50:coil_spring:kaggle_188da408b91a359e,coil_spring,test,7,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_007_188da408b91a359e.jpg,188da408b91a359efac67054127fc26306655f6db7102df4be72b1b5c36fd72b,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_b2010a4eabcf84ae,kaggle50:coil_spring:kaggle_b2010a4eabcf84ae,coil_spring,test,8,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_008_b2010a4eabcf84ae.jpg,b2010a4eabcf84aefbe55d3bf734b4216add8988cdc8990801930d74dcb4bed6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c41b93d7fd86819d,kaggle50:coil_spring:kaggle_c41b93d7fd86819d,coil_spring,test,9,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_009_c41b93d7fd86819d.jpg,c41b93d7fd86819d0829697bc06bc0dedcef3c323c6acb2e7d3e51b57e72d019,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_7bf7ec55c9265969,kaggle50:coil_spring:kaggle_7bf7ec55c9265969,coil_spring,test,10,data/locked_test/dataset_v3/images/coil_spring/coil_spring_test_010_7bf7ec55c9265969.jpg,7bf7ec55c926596975cecebabfc96c701f18d0ab04cc72d9c76763a5400fe506,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_507b90c5be8ee2c5,kaggle50:headlight:kaggle_507b90c5be8ee2c5,headlight,test,1,data/locked_test/dataset_v3/images/headlight/headlight_test_001_507b90c5be8ee2c5.jpg,507b90c5be8ee2c53a7d7c76191759896ff4d87b3c062ea13bcb3514ae72c6e6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_5cac8199f3e1d86d,kaggle50:headlight:kaggle_5cac8199f3e1d86d,headlight,test,2,data/locked_test/dataset_v3/images/headlight/headlight_test_002_5cac8199f3e1d86d.jpg,5cac8199f3e1d86d5cbc9b0d59f81fe13fec45cdb773ee69130ecd404c6566cd,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_71cc8c19764449b2,kaggle50:headlight:kaggle_71cc8c19764449b2,headlight,test,3,data/locked_test/dataset_v3/images/headlight/headlight_test_003_71cc8c19764449b2.jpg,71cc8c19764449b2d5e4600953585b53e9f3b66661080e3c155741554aea56f6,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_323d816d8ca5f2a4,kaggle50:headlight:kaggle_323d816d8ca5f2a4,headlight,test,4,data/locked_test/dataset_v3/images/headlight/headlight_test_004_323d816d8ca5f2a4.jpg,323d816d8ca5f2a497913c44a17c0c9bfb11ed62272b67fe5e98b937bee708d7,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_92c81587cf661b14,kaggle50:headlight:kaggle_92c81587cf661b14,headlight,test,5,data/locked_test/dataset_v3/images/headlight/headlight_test_005_92c81587cf661b14.jpg,92c81587cf661b141317447a83be37ce400ba25f9f3322b065e11207b3027014,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_dc13a518bbf49cc3,kaggle50:headlight:kaggle_dc13a518bbf49cc3,headlight,test,6,data/locked_test/dataset_v3/images/headlight/headlight_test_006_dc13a518bbf49cc3.jpg,dc13a518bbf49cc3ac16b8820fa168f361ef022f8302f89b058133d0775881bd,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9a74503819bac42d,kaggle50:headlight:kaggle_9a74503819bac42d,headlight,test,7,data/locked_test/dataset_v3/images/headlight/headlight_test_007_9a74503819bac42d.jpg,9a74503819bac42d2aea24d81ba9c7e63a5a1048d336a632170321398e67e378,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_7373d8c851c113b7,kaggle50:headlight:kaggle_7373d8c851c113b7,headlight,test,8,data/locked_test/dataset_v3/images/headlight/headlight_test_008_7373d8c851c113b7.jpg,7373d8c851c113b79ecc63289b15babee9acb4c8bff04bede67c61b64bc9359e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c8836bb04e351d60,kaggle50:headlight:kaggle_c8836bb04e351d60,headlight,test,9,data/locked_test/dataset_v3/images/headlight/headlight_test_009_c8836bb04e351d60.jpg,c8836bb04e351d606fea24ca1182500b020d4dadac2ed979f7de6ad42b90fe1a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_eb6bd2f07f959b71,kaggle50:headlight:kaggle_eb6bd2f07f959b71,headlight,test,10,data/locked_test/dataset_v3/images/headlight/headlight_test_010_eb6bd2f07f959b71.jpg,eb6bd2f07f959b713fc4c7d57d7805194144b8900b82d6d1553d6f269fc31217,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_89ba135a5d1f7851,kaggle50:oil_filter:kaggle_89ba135a5d1f7851,oil_filter,test,1,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_001_89ba135a5d1f7851.jpg,89ba135a5d1f785175904cfb42a3eaa0a4124213eeba8b8f0d4b4b686011e69d,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c46a75c56bef424a,kaggle50:oil_filter:kaggle_c46a75c56bef424a,oil_filter,test,2,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_002_c46a75c56bef424a.jpg,c46a75c56bef424ab9f63b7d0e06e88ea5dabd8d32c60bef42b42c697dddbc03,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c3b9926ea47d4286,kaggle50:oil_filter:kaggle_c3b9926ea47d4286,oil_filter,test,3,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_003_c3b9926ea47d4286.jpg,c3b9926ea47d4286ca7c7c2a26bf86694257d1cdedc3edf4de9015e271a34223,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a8d7cce7bb542c31,kaggle50:oil_filter:kaggle_a8d7cce7bb542c31,oil_filter,test,4,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_004_a8d7cce7bb542c31.jpg,a8d7cce7bb542c31248b9ea18e08ed399501f6363dce0eae6304bd465648bfbd,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a04c3ee2b49093e6,kaggle50:oil_filter:kaggle_a04c3ee2b49093e6,oil_filter,test,5,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_005_a04c3ee2b49093e6.jpg,a04c3ee2b49093e63e114b91a694ff18b1e13daad2c2d661c694cf44ccfccbd1,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_d037f999f061f557,kaggle50:oil_filter:kaggle_d037f999f061f557,oil_filter,test,6,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_006_d037f999f061f557.jpg,d037f999f061f557beefe8f4c049dfe937fd443c4b81433d0be38720024ee41a,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_151182696087d49a,kaggle50:oil_filter:kaggle_151182696087d49a,oil_filter,test,7,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_007_151182696087d49a.jpg,151182696087d49a36f8717a179f99d3720b7e2235268abf55a351a093e40a57,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_deb8c591a93c461d,kaggle50:oil_filter:kaggle_deb8c591a93c461d,oil_filter,test,8,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_008_deb8c591a93c461d.jpg,deb8c591a93c461dd35cda4fb3d510397b81a360dc5910e8fd4b84b1a7bf6aae,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c8dc12c1b0bef8e0,kaggle50:oil_filter:kaggle_c8dc12c1b0bef8e0,oil_filter,test,9,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_009_c8dc12c1b0bef8e0.jpg,c8dc12c1b0bef8e08fc67e6509263112079c3925663144e9d99be096968e65c4,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_ac235f663c5faa4d,kaggle50:oil_filter:kaggle_ac235f663c5faa4d,oil_filter,test,10,data/locked_test/dataset_v3/images/oil_filter/oil_filter_test_010_ac235f663c5faa4d.jpg,ac235f663c5faa4d26f92cca4bb24622118aeabc2de84321c2fcaf66fb146f6e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_8cab1c9948c2d7cb,kaggle50:starter:kaggle_8cab1c9948c2d7cb,starter,test,1,data/locked_test/dataset_v3/images/starter/starter_test_001_8cab1c9948c2d7cb.jpg,8cab1c9948c2d7cbf50021c0798773567c88c6289a6056650d4542b618740b3b,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_0b4083ea2e527985,kaggle50:starter:kaggle_0b4083ea2e527985,starter,test,2,data/locked_test/dataset_v3/images/starter/starter_test_002_0b4083ea2e527985.jpg,0b4083ea2e527985f709cab142af44c4db1661ebd75dd87f65e1a3ad0ff5af59,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_30ad312eec980b7e,kaggle50:starter:kaggle_30ad312eec980b7e,starter,test,3,data/locked_test/dataset_v3/images/starter/starter_test_003_30ad312eec980b7e.jpg,30ad312eec980b7ebe91ddc60110434fec9ab2978ae813b5b12d24070909f1a7,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_f0d8bb82c7e2757b,kaggle50:starter:kaggle_f0d8bb82c7e2757b,starter,test,4,data/locked_test/dataset_v3/images/starter/starter_test_004_f0d8bb82c7e2757b.jpg,f0d8bb82c7e2757b881c2111d0021aeda5dc39f9054b37484757d4e76c65e136,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_4d9ec32d616fc528,kaggle50:starter:kaggle_4d9ec32d616fc528,starter,test,5,data/locked_test/dataset_v3/images/starter/starter_test_005_4d9ec32d616fc528.jpg,4d9ec32d616fc5283e4376677c6d6ebf65d1f4df0a25283084e52edcc5dc6d24,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_37d2d9fe96e9c57e,kaggle50:starter:kaggle_37d2d9fe96e9c57e,starter,test,6,data/locked_test/dataset_v3/images/starter/starter_test_006_37d2d9fe96e9c57e.jpg,37d2d9fe96e9c57ef7cd3ddb562a292569493b57683a4b20549fe5bbcc26f9b9,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_d05aa3ef69a6c48b,kaggle50:starter:kaggle_d05aa3ef69a6c48b,starter,test,7,data/locked_test/dataset_v3/images/starter/starter_test_007_d05aa3ef69a6c48b.jpg,d05aa3ef69a6c48b0745f84ce9bd2badef16e2172ec0e66ea1bdbe2926efbdf2,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_102483c6e9760fc9,kaggle50:starter:kaggle_102483c6e9760fc9,starter,test,8,data/locked_test/dataset_v3/images/starter/starter_test_008_102483c6e9760fc9.jpg,102483c6e9760fc91bf8b23bb1bbcb68f4878f41c933b27b1026406964c58394,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_40476c1217bcbd19,kaggle50:starter:kaggle_40476c1217bcbd19,starter,test,9,data/locked_test/dataset_v3/images/starter/starter_test_009_40476c1217bcbd19.jpg,40476c1217bcbd19dfe2e76a0ff8e41c99df192010c15089452f4da28839e795,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_6fd88d134770f35c,kaggle50:starter:kaggle_6fd88d134770f35c,starter,test,10,data/locked_test/dataset_v3/images/starter/starter_test_010_6fd88d134770f35c.jpg,6fd88d134770f35cf9ddd85ed355787105c851018963df86eaa7a1f34e183a1e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_7c99aaf73bde3b54,kaggle50:taillight:kaggle_7c99aaf73bde3b54,taillight,test,1,data/locked_test/dataset_v3/images/taillight/taillight_test_001_7c99aaf73bde3b54.jpg,7c99aaf73bde3b54288bfaed829e37a4bdb0d2e0f8c80cf9a8ce97e0689aa142,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_73366fc0648843f9,kaggle50:taillight:kaggle_73366fc0648843f9,taillight,test,2,data/locked_test/dataset_v3/images/taillight/taillight_test_002_73366fc0648843f9.jpg,73366fc0648843f98f5f2e5d7bea3fe81b0adb0225ee507efd396cf17541fd97,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_a84efa951af95df2,kaggle50:taillight:kaggle_a84efa951af95df2,taillight,test,3,data/locked_test/dataset_v3/images/taillight/taillight_test_003_a84efa951af95df2.jpg,a84efa951af95df28e07b6885f7adb4f3674dc20129f572fb2913b21e6165d50,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_11b3ab1f305e317f,kaggle50:taillight:kaggle_11b3ab1f305e317f,taillight,test,4,data/locked_test/dataset_v3/images/taillight/taillight_test_004_11b3ab1f305e317f.jpg,11b3ab1f305e317f881226530e258ff0f84e0108d8b012d503002f0e86490fea,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_c09a97f8669afe0f,kaggle50:taillight:kaggle_c09a97f8669afe0f,taillight,test,5,data/locked_test/dataset_v3/images/taillight/taillight_test_005_c09a97f8669afe0f.jpg,c09a97f8669afe0f70e19b06b445ed1fc0b5c27bc36cdd181ea885a70dbab3c8,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_9e1f2c1cf04b0a86,kaggle50:taillight:kaggle_9e1f2c1cf04b0a86,taillight,test,6,data/locked_test/dataset_v3/images/taillight/taillight_test_006_9e1f2c1cf04b0a86.jpg,9e1f2c1cf04b0a864dd923d93b2267fc13538f21b2d28f78ea8427005d3f408e,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
kaggle_470de5097db60737,kaggle50:taillight:kaggle_470de5097db60737,taillight,test,7,data/locked_test/dataset_v3/images/taillight/taillight_test_007_470de5097db60737.jpg,470de5097db60737164524bd901980c17aea8143f777f90c2c10d776490cb475,gpiosenka/car-parts-40-classes,car parts 50,train,dataset-v3-split-v1
